Host,Provider,IP (External),IP (Internal),Open Ports,HTTP Status,HTTP Title,Risk Rating,Findings,Technologies,WAF,DNS Records
syd14-gpgw1.tesla.com,,199.120.32.30,,"80, 443",301 -> https://syd14-gpgw1.tesla.com/,301 Moved Permanently,N/A,,,generic detection,A:199.120.32.30
t.tesla.com,,,,,0,,N/A,,,,"MX:t-tesla-com.mail.protection.outlook.com, TXT:spf.protection.outlook.com"
tcc-graph-stg.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
tcc-graph.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
tcc-gw-stg.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
tcc-gw.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
teamchat.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:teamchat.tesla.com.edgekey.net"
teamchatcn.tesla.com,,209.133.79.102,,,0,,N/A,,,,A:209.133.79.102
teamchatgl.tesla.com,,209.133.79.102,,,0,,N/A,,,,A:209.133.79.102
tesla.com,cdn-akamai,"104.85.4.91, 104.89.118.48, 23.218.192.46, 23.220.132.93, 96.16.108.43",,443,0,,N/A,https://login.windows.net/tesla.com/.well-known/openid-configuration:OpenID Connect Endpoint (domain: tesla.com) found at https://login.windows.net/tesla.com/.well-known/openid-configuration,,,"A:104.85.4.91, A:104.89.118.48, A:23.218.192.46, A:23.220.132.93, A:96.16.108.43, MX:tesla-com.mail.protection.outlook.com, NS:a1-12.akam.net, NS:a10-67.akam.net, NS:a12-64.akam.net, NS:a28-65.akam.net, NS:a7-66.akam.net, NS:a9-67.akam.net, NS:edns69.ultradns.com, SOA:edns69.ultradns.com"
teslacmgap01.tesla.com,cloud-azure,20.44.215.54,,443,500,,LOW,https://teslacmgap01.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [DEBUG (500/404 HTTP Code)]:LOW,"windows server
cpe:/a:microsoft:internet_information_services:10.0
iis
cpe:/o:microsoft:windows",,"A:20.44.215.54, CNAME:teslacmgap01.southeastasia.cloudapp.azure.com"
teslacmgcn01.tesla.com,cloud-azure,20.239.26.4,,443,500,,LOW,https://teslacmgcn01.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [DEBUG (500/404 HTTP Code)]:LOW,"windows server
cpe:/a:microsoft:internet_information_services:10.0
iis
cpe:/o:microsoft:windows",,"A:20.239.26.4, CNAME:teslacmgcn01.eastasia.cloudapp.azure.com"
teslacmgeu01.tesla.com,cloud-azure,20.76.242.91,,443,500,,LOW,https://teslacmgeu01.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [DEBUG (500/404 HTTP Code)]:LOW,"windows server
cpe:/a:microsoft:internet_information_services:10.0
iis
cpe:/o:microsoft:windows",,"A:20.76.242.91, CNAME:teslacmgeu01.westeurope.cloudapp.azure.com"
teslacmgna01.tesla.com,cloud-azure,20.253.219.41,,443,500,,LOW,https://teslacmgna01.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [DEBUG (500/404 HTTP Code)]:LOW,"windows server
cpe:/a:microsoft:internet_information_services:10.0
iis
cpe:/o:microsoft:windows",,"A:20.253.219.41, CNAME:teslacmgna01.westus.cloudapp.azure.com"
teslacmgus01.tesla.com,cloud-azure,20.66.127.201,,443,500,,LOW,https://teslacmgus01.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [DEBUG (500/404 HTTP Code)]:LOW,"windows server
cpe:/a:microsoft:internet_information_services:10.0
iis
cpe:/o:microsoft:windows",,"A:20.66.127.201, CNAME:teslacmgus01.westus.cloudapp.azure.com"
teslatequila.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> https://shop.tesla.com/,,N/A,,,,"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:teslatequila.tesla.com.edgekey.net"
testnotify.tesla.com,,205.234.27.221,,,0,,N/A,,,,A:205.234.27.221
toolbox.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:toolbox.tesla.com.edgekey.net"
track.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:track.tesla.com.edgekey.net"
tradepartnertickets.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",200,Workbench,N/A,,"lodash
jquery",Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
trt.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
tst._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:tst.domainkey.u14636197.wl198.sendgrid.net
tst2._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:tst2.domainkey.u14636197.wl198.sendgrid.net
turn6.use1.vn.cloud.tesla.com,,2600:1f18:19d6:9901:f9f3:14e9:5f98:7075,,,0,,N/A,,,,AAAA:2600:1f18:19d6:9901:f9f3:14e9:5f98:7075
turn6.usw2.vn.cloud.tesla.com,,2600:1f14:36a:8801:20b8:7cf2:3efa:ffe5,,,0,,N/A,,,,AAAA:2600:1f14:36a:8801:20b8:7cf2:3efa:ffe5
uc-bpm-hook-for-twilio.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
ug.tesla.com,,,,,0,,N/A,,,,"NS:edns69.ultradns.biz, NS:edns69.ultradns.com, NS:edns69.ultradns.net, NS:edns69.ultradns.org, SOA:edns69.ultradns.com"
uicrashtracer.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700",,"80, 443",401,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, CNAME:uicrashtracer.tesla.com.edgekey.net"
ul.engage.tesla.com,cloud-amazon,"18.238.243.21, 18.238.243.36, 18.238.243.59, 18.238.243.81, 2600:9000:2090:6600:12:f8bd:a140:93a1, 2600:9000:2090:8000:12:f8bd:a140:93a1, 2600:9000:2090:8600:12:f8bd:a140:93a1, 2600:9000:2090:8e00:12:f8bd:a140:93a1, 2600:9000:2090:a200:12:f8bd:a140:93a1, 2600:9000:2090:e600:12:f8bd:a140:93a1, 2600:9000:2090:ec00:12:f8bd:a140:93a1, 2600:9000:2090:f200:12:f8bd:a140:93a1",,"80, 443",301 -> https://ul.engage.tesla.com/,301 Moved Permanently,N/A,,"amazon cloudfront
amazon s3
cpe:/a:amazon:amazon_cloudfront
amazon web services",Cloudfront (Amazon),"A:18.238.243.21, A:18.238.243.36, A:18.238.243.59, A:18.238.243.81, AAAA:2600:9000:2090:6600:12:f8bd:a140:93a1, AAAA:2600:9000:2090:8000:12:f8bd:a140:93a1, AAAA:2600:9000:2090:8600:12:f8bd:a140:93a1, AAAA:2600:9000:2090:8e00:12:f8bd:a140:93a1, AAAA:2600:9000:2090:a200:12:f8bd:a140:93a1, AAAA:2600:9000:2090:e600:12:f8bd:a140:93a1, AAAA:2600:9000:2090:ec00:12:f8bd:a140:93a1, AAAA:2600:9000:2090:f200:12:f8bd:a140:93a1, CNAME:d1e60lajz6qsud.cloudfront.net, NS:ns-1067.awsdns-05.org, NS:ns-14.awsdns-01.com, NS:ns-1843.awsdns-38.co.uk, NS:ns-807.awsdns-36.net, SOA:ns-14.awsdns-01.com"
url1894.tesla.com,,"167.89.115.120, 167.89.115.150, 167.89.115.56, 167.89.118.120, 167.89.118.52, 167.89.118.83",,"80, 443",404,404 Not Found,N/A,,nginx,,"A:167.89.115.120, A:167.89.115.150, A:167.89.115.56, A:167.89.118.120, A:167.89.118.52, A:167.89.118.83, CNAME:sendgrid.net, MX:mx.sendgrid.net, MX:mx2.sendgrid.net, NS:ns10.dnsmadeeasy.com, NS:ns11.dnsmadeeasy.com, NS:ns12.dnsmadeeasy.com, NS:ns13.dnsmadeeasy.com, NS:ns14.dnsmadeeasy.com, NS:ns15.dnsmadeeasy.com, SOA:ns10.dnsmadeeasy.com, TXT:149.72.0.0, TXT:159.183.0.0, TXT:167.89.0.0, TXT:168.245.0.0, TXT:192.254.112.0, TXT:198.21.0.0, TXT:198.37.144.0, TXT:208.117.48.0, TXT:50.31.32.0, TXT:ab.sendgrid.net"
url2547.tesla.com,,"167.89.115.120, 167.89.115.150, 167.89.115.56, 167.89.118.120, 167.89.118.52, 167.89.118.83",,"80, 443",404,404 Not Found,N/A,,nginx,,"A:167.89.115.120, A:167.89.115.150, A:167.89.115.56, A:167.89.118.120, A:167.89.118.52, A:167.89.118.83, CNAME:sendgrid.net, MX:mx.sendgrid.net, MX:mx2.sendgrid.net, NS:ns10.dnsmadeeasy.com, NS:ns11.dnsmadeeasy.com, NS:ns12.dnsmadeeasy.com, NS:ns13.dnsmadeeasy.com, NS:ns14.dnsmadeeasy.com, NS:ns15.dnsmadeeasy.com, SOA:ns10.dnsmadeeasy.com, TXT:149.72.0.0, TXT:159.183.0.0, TXT:167.89.0.0, TXT:168.245.0.0, TXT:192.254.112.0, TXT:198.21.0.0, TXT:198.37.144.0, TXT:208.117.48.0, TXT:50.31.32.0, TXT:ab.sendgrid.net"
url4104.tesla.com,,"167.89.115.120, 167.89.115.150, 167.89.115.56, 167.89.118.120, 167.89.118.52, 167.89.118.83",,"80, 443",404,404 Not Found,N/A,,nginx,,"A:167.89.115.120, A:167.89.115.150, A:167.89.115.56, A:167.89.118.120, A:167.89.118.52, A:167.89.118.83, CNAME:sendgrid.net, MX:mx.sendgrid.net, MX:mx2.sendgrid.net, NS:ns10.dnsmadeeasy.com, NS:ns11.dnsmadeeasy.com, NS:ns12.dnsmadeeasy.com, NS:ns13.dnsmadeeasy.com, NS:ns14.dnsmadeeasy.com, NS:ns15.dnsmadeeasy.com, SOA:ns10.dnsmadeeasy.com, TXT:149.72.0.0, TXT:159.183.0.0, TXT:167.89.0.0, TXT:168.245.0.0, TXT:192.254.112.0, TXT:198.21.0.0, TXT:198.37.144.0, TXT:208.117.48.0, TXT:50.31.32.0, TXT:ab.sendgrid.net"
url4211.tesla.com,,"167.89.115.120, 167.89.115.150, 167.89.115.56, 167.89.118.120, 167.89.118.52, 167.89.118.83",,"80, 443",404,404 Not Found,N/A,,nginx,,"A:167.89.115.120, A:167.89.115.150, A:167.89.115.56, A:167.89.118.120, A:167.89.118.52, A:167.89.118.83, CNAME:sendgrid.net, MX:mx.sendgrid.net, MX:mx2.sendgrid.net, NS:ns10.dnsmadeeasy.com, NS:ns11.dnsmadeeasy.com, NS:ns12.dnsmadeeasy.com, NS:ns13.dnsmadeeasy.com, NS:ns14.dnsmadeeasy.com, NS:ns15.dnsmadeeasy.com, SOA:ns10.dnsmadeeasy.com, TXT:149.72.0.0, TXT:159.183.0.0, TXT:167.89.0.0, TXT:168.245.0.0, TXT:192.254.112.0, TXT:198.21.0.0, TXT:198.37.144.0, TXT:208.117.48.0, TXT:50.31.32.0, TXT:ab.sendgrid.net"
url4857.tesla.com,,"167.89.115.120, 167.89.115.150, 167.89.115.56, 167.89.118.120, 167.89.118.52, 167.89.118.83",,"80, 443",404,404 Not Found,N/A,,nginx,,"A:167.89.115.120, A:167.89.115.150, A:167.89.115.56, A:167.89.118.120, A:167.89.118.52, A:167.89.118.83, CNAME:sendgrid.net, MX:mx.sendgrid.net, MX:mx2.sendgrid.net, NS:ns10.dnsmadeeasy.com, NS:ns11.dnsmadeeasy.com, NS:ns12.dnsmadeeasy.com, NS:ns13.dnsmadeeasy.com, NS:ns14.dnsmadeeasy.com, NS:ns15.dnsmadeeasy.com, SOA:ns10.dnsmadeeasy.com, TXT:149.72.0.0, TXT:159.183.0.0, TXT:167.89.0.0, TXT:168.245.0.0, TXT:192.254.112.0, TXT:198.21.0.0, TXT:198.37.144.0, TXT:208.117.48.0, TXT:50.31.32.0, TXT:ab.sendgrid.net"
url5196.tesla.com,,"167.89.115.120, 167.89.115.150, 167.89.115.56, 167.89.118.120, 167.89.118.52, 167.89.118.83",,"80, 443",404,404 Not Found,N/A,,nginx,,"A:167.89.115.120, A:167.89.115.150, A:167.89.115.56, A:167.89.118.120, A:167.89.118.52, A:167.89.118.83, CNAME:sendgrid.net, MX:mx.sendgrid.net, MX:mx2.sendgrid.net, NS:ns10.dnsmadeeasy.com, NS:ns11.dnsmadeeasy.com, NS:ns12.dnsmadeeasy.com, NS:ns13.dnsmadeeasy.com, NS:ns14.dnsmadeeasy.com, NS:ns15.dnsmadeeasy.com, SOA:ns10.dnsmadeeasy.com, TXT:149.72.0.0, TXT:159.183.0.0, TXT:167.89.0.0, TXT:168.245.0.0, TXT:192.254.112.0, TXT:198.21.0.0, TXT:198.37.144.0, TXT:208.117.48.0, TXT:50.31.32.0, TXT:ab.sendgrid.net"
url5347.tesla.com,,"167.89.115.120, 167.89.115.150, 167.89.115.56, 167.89.118.120, 167.89.118.52, 167.89.118.83",,"80, 443",404,404 Not Found,N/A,,nginx,,"A:167.89.115.120, A:167.89.115.150, A:167.89.115.56, A:167.89.118.120, A:167.89.118.52, A:167.89.118.83, CNAME:sendgrid.net, MX:mx.sendgrid.net, MX:mx2.sendgrid.net, NS:ns10.dnsmadeeasy.com, NS:ns11.dnsmadeeasy.com, NS:ns12.dnsmadeeasy.com, NS:ns13.dnsmadeeasy.com, NS:ns14.dnsmadeeasy.com, NS:ns15.dnsmadeeasy.com, SOA:ns10.dnsmadeeasy.com, TXT:149.72.0.0, TXT:159.183.0.0, TXT:167.89.0.0, TXT:168.245.0.0, TXT:192.254.112.0, TXT:198.21.0.0, TXT:198.37.144.0, TXT:208.117.48.0, TXT:50.31.32.0, TXT:ab.sendgrid.net"
url6661.tesla.com,,"167.89.115.120, 167.89.115.150, 167.89.115.56, 167.89.118.120, 167.89.118.52, 167.89.118.83",,"80, 443",404,404 Not Found,N/A,,nginx,,"A:167.89.115.120, A:167.89.115.150, A:167.89.115.56, A:167.89.118.120, A:167.89.118.52, A:167.89.118.83, CNAME:sendgrid.net, MX:mx.sendgrid.net, MX:mx2.sendgrid.net, NS:ns10.dnsmadeeasy.com, NS:ns11.dnsmadeeasy.com, NS:ns12.dnsmadeeasy.com, NS:ns13.dnsmadeeasy.com, NS:ns14.dnsmadeeasy.com, NS:ns15.dnsmadeeasy.com, SOA:ns10.dnsmadeeasy.com, TXT:149.72.0.0, TXT:159.183.0.0, TXT:167.89.0.0, TXT:168.245.0.0, TXT:192.254.112.0, TXT:198.21.0.0, TXT:198.37.144.0, TXT:208.117.48.0, TXT:50.31.32.0, TXT:ab.sendgrid.net"
url7051.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:url7051.tesla.com.edgekey.net"
url8833.tesla.com,,"167.89.115.120, 167.89.115.150, 167.89.115.56, 167.89.118.120, 167.89.118.52, 167.89.118.83",,"80, 443",404,404 Not Found,N/A,,nginx,,"A:167.89.115.120, A:167.89.115.150, A:167.89.115.56, A:167.89.118.120, A:167.89.118.52, A:167.89.118.83, CNAME:sendgrid.net, MX:mx.sendgrid.net, MX:mx2.sendgrid.net, NS:ns10.dnsmadeeasy.com, NS:ns11.dnsmadeeasy.com, NS:ns12.dnsmadeeasy.com, NS:ns13.dnsmadeeasy.com, NS:ns14.dnsmadeeasy.com, NS:ns15.dnsmadeeasy.com, SOA:ns10.dnsmadeeasy.com, TXT:149.72.0.0, TXT:159.183.0.0, TXT:167.89.0.0, TXT:168.245.0.0, TXT:192.254.112.0, TXT:198.21.0.0, TXT:198.37.144.0, TXT:208.117.48.0, TXT:50.31.32.0, TXT:ab.sendgrid.net"
vehicle-files.eng.euw1.vn.cloud.tesla.com,cdn-akamai,"23.72.254.149, 23.72.254.154, 2a02:26f0:6d00:12::6010:faaa, 2a02:26f0:6d00:12::6010:faae",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:23.72.254.149, A:23.72.254.154, AAAA:2a02:26f0:6d00:12::6010:faaa, AAAA:2a02:26f0:6d00:12::6010:faae, CNAME:vehicle-files.eng.euw1.vn.cloud.tesla.com.edgekey.net"
vehicle-files.eng.usw2.vn.cloud.tesla.com,cdn-akamai,"23.72.254.137, 23.72.254.139, 2a02:26f0:6d00:12::6010:fa92, 2a02:26f0:6d00:12::6010:fa9b",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:23.72.254.137, A:23.72.254.139, AAAA:2a02:26f0:6d00:12::6010:fa92, AAAA:2a02:26f0:6d00:12::6010:fa9b, CNAME:vehicle-files.eng.usw2.vn.cloud.tesla.com.edgekey.net"
vehicle-files.prd.euw1.vn.cloud.tesla.com,cdn-akamai,"23.72.254.144, 23.72.254.161, 2a02:26f0:6d00:12::6010:fa9d, 2a02:26f0:6d00:12::6010:fac2",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:23.72.254.144, A:23.72.254.161, AAAA:2a02:26f0:6d00:12::6010:fa9d, AAAA:2a02:26f0:6d00:12::6010:fac2, CNAME:vehicle-files.prd.euw1.vn.cloud.tesla.com.edgekey.net"
vehicle-files.prd.usw2.vn.cloud.tesla.com,cdn-akamai,"23.72.254.163, 23.72.254.190, 2a02:26f0:6d00:12::6010:fa88, 2a02:26f0:6d00:12::6010:fab7, 95.101.74.5",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:23.72.254.163, A:23.72.254.190, AAAA:2a02:26f0:6d00:12::6010:fa88, AAAA:2a02:26f0:6d00:12::6010:fab7, CNAME:vehicle-files.prd.usw2.vn.cloud.tesla.com.edgekey.net"
view.email.tesla.com,,136.147.129.32,,"80, 443",200,Error,N/A,,,generic detection,"A:136.147.129.32, CNAME:view.virt.s7.exacttarget.com"
view.emails.tesla.com,,13.111.49.179,,,0,,N/A,,,,A:13.111.49.179
vmanage-alerts.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
vms.tesla.com,,,,,0,,N/A,,,,"MX:mxa.mailgun.org, MX:mxb.mailgun.org, NS:a1-12.akam.net, NS:a10-67.akam.net, NS:a12-64.akam.net, NS:a28-65.akam.net, NS:a7-66.akam.net, NS:a9-67.akam.net, NS:edns69.ultradns.biz, NS:edns69.ultradns.com, NS:edns69.ultradns.net, NS:edns69.ultradns.org, SOA:edns69.ultradns.com, TXT:mailgun.org"
vn.cloud.tesla.com,,,,,0,,N/A,,,,"NS:ns-1449.awsdns-53.org, NS:ns-1899.awsdns-45.co.uk, NS:ns-257.awsdns-32.com, NS:ns-746.awsdns-29.net, SOA:ns-1449.awsdns-53.org"
vpn1.tesla.com,,8.45.124.215,,,0,,N/A,,,,A:8.45.124.215
vpn2.tesla.com,,8.47.24.215,,,0,,N/A,,,,A:8.47.24.215
vpn3.tesla.com,,8.21.14.215,,,0,,N/A,,,,A:8.21.14.215
warehouse-stg.tesla.com,,199.66.9.83,,,0,,N/A,,,,A:199.66.9.83
warehouse.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",302 -> https://ztawebapps.teslamotors.com/route?BubbleRequest=3WdvUS62LGSOil1b0%2F4nsNF9rLRtDDN9m2NcEHjqhCO9MqxgCpcVRaTyfd11m4QUSedGK2QO0t%2FvHd%2FY7FZ4qXX5UUvLf2SG7n4%2Bs1HDeqVDFl6FxlPl0xu9v7RzMl8iW0xh373Hp6SHBLF9%2BQLXTAIUykzGrvyaiJ9Ld4qbEntbB0uQdzQCo%2Fi%2BCjaQYeGFuyh6fWbqVEhCeumnG%2BvAe16CBNOzBhRNhUXT7H3vRVzJ4omLzJDxmiwdAsBW17O3jRDoEyBp41JLshAeH2qBJhGFEX3qTBlR99SKyjdhMFdHUX1OF1XENMkbWQmw2Mz8glhsDYOGlBS0T%2F8C2cymOBj2V3Dvek4WPfxnLqubo7gf%2BYPYA1vw84woZo4t12wGldKWike8gDQk2poUNSNni807ORQEA5vRnMsibcIhD0E%3D,302 Found,N/A,,nginx,,"A:173.223.116.49, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:warehouse.tesla.com.edgekey.net"
warp.tesla.com,cdn-akamai,"173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,,0,,N/A,,,,"A:173.223.116.49, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:warp.tesla.com-v1.edgekey.net"
wdm.kronos.tesla.com,cloud-amazon,"44.227.162.90, 52.36.185.222, 52.38.42.230",,"443, 444",0,,N/A,,,,"A:44.227.162.90, A:52.36.185.222, A:52.38.42.230, CNAME:kronos-wdm-nlb-0558dc9e908f5182.elb.us-west-2.amazonaws.com"
wire.tesla.com,cdn-akamai,23.212.186.211,,"80, 443",302 -> https://ztawebapps-cloud.teslamotors.com/route?BubbleRequest=3WdvUS62LGSOil1b0%2F4nsBlZtfXsLvtggrqiUvHo29rwnb9O98YkxCI4cKGekNslxgwCwR4kUm6T7%2BxxSe%2FWp1wnIigo1Q%2FktGWekVQUy%2BQE3llrbUNG7Nt9CW4fJShB%2FUtHs8sFoCN9xGOCAky3Q50VQEPuCdtLYZilEJPQFwZl0W4bVEIra9mv7OD8EzF%2B4bvguQwJbnDtlXF5NA0m1mJgVndIgbjpw%2FaTuNYEINg7FufTgDPxnsL%2FEhTvTfIWQE7Lan%2BLMXyM1K%2FW5HIqPBjb3ERdv6%2BxxJOao640tftjEShq1Ll%2BZzfOr647f8A5agNq4Bz%2BnBgQhHDrz8IHz%2B%2Bj%2F%2F3rrMiphwebhzKexpRsk7FU1hLnCCDNV7K4LHrL1%2FIE1dKzw%2BJ1BzupIwblI0%2FJW%2Bsx8NnOsJbZFc40SgQ%3D,302 Found,N/A,,nginx,,"A:23.212.186.211, CNAME:ipa.teslazta.net.srip.net"
workforce.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:173.223.116.49, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
www-static-dev.tesla.com,,199.66.9.47,,80,302 -> https://www-static-dev.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.47
www-static-prod.tesla.com,,199.66.9.47,,80,302 -> https://www-static-prod.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.47
www-static-qa.tesla.com,,199.66.9.47,,80,302 -> https://www-static-qa.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.47
www-static-stage.tesla.com,,199.66.9.47,,80,302 -> https://www-static-stage.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.47
www-uat-dev.tesla.com,,199.66.9.47,,80,302 -> https://www-uat-dev.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.47
www-uat-integration.tesla.com,,199.66.9.47,,80,302 -> https://www-uat-integration.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.47
www-uat-qa.tesla.com,,199.66.9.47,,80,302 -> https://www-uat-qa.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.47
www-uat.tesla.com,,199.66.9.47,,80,302 -> https://www-uat.tesla.com/,,N/A,,f5 bigip,,A:199.66.9.47
